ID,Razón Social,NIT,Sector,Vacantes Encontradas,Última Vacante,Email Encontrado,Teléfono Encontrado,Estado
"1335","Motorola (S045661 Claro - Colombia)","","Privado",0,"","","","Sin vacantes"
"1336","Sociedad Aeroportuaria De La Costa SA","","Privado",0,"","","","Sin vacantes"
"1337","Fedicomisoconcesiones CCFC S.A","","Privado",0,"","","","Sin vacantes"
"1338","Fundacion Cardiovascular de Colombia","","Privado",0,"","","","Sin vacantes"
"1339","FEMPHA","","Privado",0,"","","","Sin vacantes"
"1340","Fundacion Colombia Presente","","Privado",0,"","","","Sin vacantes"
"1341","FEMPOPULAR: FONDO DE EMPLEADOS BANCO POPULAR Y FIL","","Privado",0,"","","","Sin vacantes"
"1342","Fernando Cesar Uribe Blanco","","Privado",0,"","","","Sin vacantes"
"1343","Fundacion Ernesto Mejia Amaya","","Privado",0,"","","","Sin vacantes"
"1344","BANACOL","","Privado",0,"","","","Sin vacantes"
"1345","Ferreteria Metropolis SAS","","Privado",0,"","","","Sin vacantes"
"1346","Sociedad Medica Del Austro Somedica S.A.","","Privado",0,"","","","Sin vacantes"
"1347","Multielectro S.A.S","","Privado",0,"","","","Sin vacantes"
"1348","Sociedad Operadora SA Opesa","","Privado",0,"","","","Sin vacantes"
"1349","Ferreteria Multialambres Ltda","","Privado",0,"","","","Sin vacantes"
"1350","Sociedad Portuaria El Cayao S.A. E.S.P","","Privado",0,"","","","Sin vacantes"
"1351","MUN DE SANTA ROSA DE OSOS","","Privado",0,"","","","Sin vacantes"
"1352","Fundacion Nestor Esteban Sanint Arbelaez","","Privado",0,"","","","Sin vacantes"
"1353","Fundacion Oftalmologica De Santander Clinica Carlo","","Privado",0,"","","","Sin vacantes"
"1354","SOFT MANAGEMENT S.A.","","Privado",0,"","","","Sin vacantes"
"1355","Soletanche Bachy Cimas S.A","","Privado",0,"","","","Sin vacantes"
"1356","Caja de Compensacion familiar del Tolima COMFATOLI","","Privado",0,"","","","Sin vacantes"
"1357","CORPORACION AUTONOMA REGIONAL DE LA ORINOQUIA, COR","","Privado",0,"","","","Sin vacantes"
"1358","SPATARO NAPOLI S.A","","Privado",0,"","","","Sin vacantes"
"1359","Cooperativa Cafetera Del Nororiente Colombiano Ltd","","Privado",0,"","","","Sin vacantes"
"1360","Corporacion Autonoma Regional De Risaralda","","Privado",0,"","","","Sin vacantes"
"1361","CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA C","","Privado",0,"","","","Sin vacantes"
"1362","Corporación Unificada Nacional","","Privado",0,"","","","Sin vacantes"
"1363","ARPRO ARQUITECTOS INGENIEROS S.A.","","Privado",0,"","","","Sin vacantes"
"1364","FUNDACION UNIVERSITARIA CONFENLACO SANTANDER","","Privado",0,"","","","Sin vacantes"
"1365","Compañia Comercial E Industrial La Sabana Avesco","","Privado",0,"","","","Sin vacantes"
"1366","Corporacion Unificada Nacional De Educacion","","Privado",0,"","","","Sin vacantes"
"1367","Corporacion Universidad Libre Seccional Libre Cali","","Privado",0,"","","","Sin vacantes"
"1368","Compañia De Galletas Noel S.A.S","","Privado",0,"","","","Sin vacantes"
"1369","Asociacion De Apuestas Permanentes De Sucre S.A.","","Privado",0,"","","","Sin vacantes"
"1370","Synermin SAS","","Privado",0,"","","","Sin vacantes"
"1371","Tecnitanques Ingenieros S.A.S.","","Privado",0,"","","","Sin vacantes"
"1372","MUSICAR S A","","Privado",0,"","","","Sin vacantes"
"1373","Easy Colombia SA","","Privado",0,"","","","Sin vacantes"
"1374","Nacional De Computadores S.A.S. Nasco S.A.S","","Privado",0,"","","","Sin vacantes"
"1375","TECS S.A.S","","Privado",0,"","","","Sin vacantes"
"1376","DEPARTAMENTO DE LA GUAJIRA","","Privado",0,"","","","Sin vacantes"
"1377","Tejidos Sinteticos de Colombia SA","","Privado",0,"","","","Sin vacantes"
"1378","NAVESCO SA","","Privado",0,"","","","Sin vacantes"
"1379","Cooperativa De Profesores De La U Nacional De Colo","","Privado",0,"","","","Sin vacantes"
"1380","NAVITRANS S.A.S","","Privado",0,"","","","Sin vacantes"
"1381","Teledatos SAS","","Privado",0,"","","","Sin vacantes"
"1382","Nebula Enginnering","","Privado",0,"","","","Sin vacantes"
"1383","TELEINTE S.A.S.","","Privado",0,"","","","Sin vacantes"
"1384","Fundacion Universitaria Tecnologico Comfenalco","","Privado",0,"","","","Sin vacantes"
"1385","DEPARTAMENTO DE SUCRE","","Privado",0,"","","","Sin vacantes"
"1386","CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR CAJASAN","","Privado",0,"","","","Sin vacantes"
"1387","Annar Diagnostica Import Sas","","Privado",0,"","","","Sin vacantes"
"1388","Terminal Buga & Cia S CA","","Privado",0,"","","","Sin vacantes"
"1389","Nextel Del Peru S.A.","","Privado",0,"","","","Sin vacantes"
"1390","Terminal de Transportes de Ibague S.A","","Privado",0,"","","","Sin vacantes"
"1391","TERMINAL DE TRANSPORTES DEL ESPINAL S.A","","Privado",0,"","","","Sin vacantes"
"1392","Cooperativa Del Departamento Del Cauca - Codelcauc","","Privado",0,"","","","Sin vacantes"
"1393","Terminal De Transportes Popayan S.A","","Privado",0,"","","","Sin vacantes"
"1394","Nubiola Colombia Pigmentos S.A.","","Privado",0,"","","","Sin vacantes"
"1395","Aguas De Manizales   S.A.   Esp","","Privado",0,"","","","Sin vacantes"
"1396","CORPORACION AUTONOMA REGIONAL DEL GUAVIO CORPOGUAV","","Privado",0,"","","","Sin vacantes"
"1397","Fundacion Vida Y Futuro","","Privado",0,"","","","Sin vacantes"
"1398","NUEVA FLOTA BOYACA S.A","","Privado",0,"","","","Sin vacantes"
"1399","TERMOTASAJERO S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"1400","Nutricion De Plantas S A","","Privado",0,"","","","Sin vacantes"
"1401","Cooperativa Central De Caficultores Del Huila","","Privado",0,"","","","Sin vacantes"
"1402","EDATEL","","Privado",0,"","","","Sin vacantes"
"1403","DEPARTAMENTO DEL VICHADA","","Privado",0,"","","","Sin vacantes"
"1404","Compuredes SA","","Privado",0,"","","","Sin vacantes"
"1405","Odebrecht Ingenieria y Construcció","","Privado",0,"","","","Sin vacantes"
"1406","Cooperativa De Servicios Multiples Villanueva Ltda","","Privado",0,"","","","Sin vacantes"
"1407","Calzatodo SA","","Privado",0,"","","","Sin vacantes"
"1408","Ogx Petroleo E Gas Ltda","","Privado",0,"","","","Sin vacantes"
"1409","Edgar Pinilla","","Privado",0,"","","","Sin vacantes"
"1410","OHL COLOMBIA S.A.S.","","Privado",0,"","","","Sin vacantes"
"1411","Comunicadores del Risaralda S.A La Tarde","","Privado",0,"","","","Sin vacantes"
"1412","FINANCIAFONDOS: COOP. DE AHORRO Y CREDITO FINANCIA","","Privado",0,"","","","Sin vacantes"
"1413","Camara Comercio Bucaramanga","","Privado",0,"","","","Sin vacantes"
"1414","OLEODUCTO AL PACIFICO SAS","","Privado",0,"","","","Sin vacantes"
"1415","Transejes Transmisiones Homocineticas De Colombia","","Privado",0,"","","","Sin vacantes"
"1416","Corporacion Autonoma Regional Del Magdalena","","Privado",0,"","","","Sin vacantes"
"1417","Aseguradora Solidaria de Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"1418","Transportadora de Valores Atlas Limitada","","Privado",0,"","","","Sin vacantes"
"1419","OMNILIFE DE COLOMBIA LTDA.","","Privado",0,"","","","Sin vacantes"
"1420","Editora del Mar SA","","Privado",0,"","","","Sin vacantes"
"1421","CORPORACION AUTONOMA REGIONAL DEL QUINDIO","","Privado",0,"","","","Sin vacantes"
"1422","EDITORAL AGUASCLARAS S.A.","","Privado",0,"","","","Sin vacantes"
"1423","Opencard","","Privado",0,"","","","Sin vacantes"
"1424","Cooperativa Multiactiva de Profesionales de Santan","","Privado",0,"","","","Sin vacantes"
"1425","Operadores Del Campo S.A","","Privado",0,"","","","Sin vacantes"
"1426","General Medica De Colombia","","Privado",0,"","","","Sin vacantes"
"1427","Opportunity International Colombia S.A Compañia D","","Privado",0,"","","","Sin vacantes"
"1428","Aseinges Outsourcing SA","","Privado",0,"","","","Sin vacantes"
"1429","Orbitel Servicios Internacionales","","Privado",0,"","","","Sin vacantes"
"1430","UNAD","","Privado",0,"","","","Sin vacantes"
"1431","Organizacion Clinica Pragma S.A.","","Privado",0,"","","","Sin vacantes"
"1432","CONCESIONARIA VIAL DE LOS ANDES S.A. COVIANDES S.A","","Privado",0,"","","","Sin vacantes"
"1433","CONCONCRETO S.A","","Privado",0,"","","","Sin vacantes"
"1434","Organización de Ingenieria Internacional Odinsa S","","Privado",0,"","","","Sin vacantes"
"1435","ORGANIZACION RADIAL OLIMPICA S.A.","","Privado",0,"","","","Sin vacantes"
"1436","Financiera Comultrasan","","Privado",0,"","","","Sin vacantes"
"1437","Gerleinco S.A","","Privado",0,"","","","Sin vacantes"
"1438","Desarrolladora De Zonas Francas S.a.","","Privado",0,"","","","Sin vacantes"
"1439","Consalfa SA","","Privado",0,"","","","Sin vacantes"
"1440","Cooperativa de Caficultores del Cauca","","Privado",0,"","","","Sin vacantes"
"1441","FINANCIERA ENERGETICA NACIONAL S A FEN","","Privado",0,"","","","Sin vacantes"
"1442","Gestora De Administracion Gasa S.a","","Privado",0,"","","","Sin vacantes"
"1443","APLISALUD S.A ISP","","Privado",0,"","","","Sin vacantes"
"1444","CONTYLEG S.A.","","Privado",0,"","","","Sin vacantes"
"1445","Pavcol S A S","","Privado",0,"","","","Sin vacantes"
"1446","Global Corporation SA","","Privado",0,"","","","Sin vacantes"
"1447","Financiera Internacional SA","","Privado",0,"","","","Sin vacantes"
"1448","COOP DEL MAGISTERIO CODEMA LTDA","","Privado",0,"","","","Sin vacantes"
"1449","AGENCIA DE DESARROLLO LOCAL DE ITAGUI - ADELI","","Privado",0,"","","","Sin vacantes"
"1450","UNION EMPRESARIO APTAS PNTES DEL ATLCO S.A  UNIAPU","","Privado",0,"","","","Sin vacantes"
"1451","People Pass S.A.","","Privado",0,"","","","Sin vacantes"
"1452","Global Seguros de Vida S.A.","","Privado",0,"","","","Sin vacantes"
"1453","COOPERATIVA ALIANZA LTDA","","Privado",0,"","","","Sin vacantes"
"1454","Consorcio Bgc2","","Privado",0,"","","","Sin vacantes"
"1455","PERENCO COLOMBIA LIMITED","","Privado",0,"","","","Sin vacantes"
"1456","Union Temporal Servicios de Transito Quindio","","Privado",0,"","","","Sin vacantes"
"1457","Personal Temporal Colombiano Sas","","Privado",0,"","","","Sin vacantes"
"1458","Union Temporal Sies","","Privado",0,"","","","Sin vacantes"
"1459","CONSORCIO BGC3","","Privado",0,"","","","Sin vacantes"
"1460","CORPORACION AUTONOMA REGIONAL PARA LA DEFENSA DE L","","Privado",0,"","","","Sin vacantes"
"1461","Global Village Telecom","","Privado",0,"","","","Sin vacantes"
"1462","Petrobras International Braspetro B.v.- Sucursal C","","Privado",0,"","","","Sin vacantes"
"1463","CORPORACION COLEGIATURA","","Privado",0,"","","","Sin vacantes"
"1464","Consorcio CCC Ituango","","Privado",0,"","","","Sin vacantes"
"1465","AGM DESARROLLO SAS","","Privado",0,"","","","Sin vacantes"
"1466","CONSORCIO CONIISA-ISP","","Privado",0,"","","","Sin vacantes"
"1467","PETROTIGER SERVICES COLOMBIA","","Privado",0,"","","","Sin vacantes"
"1468","UNIVERSIDAD CATOLICA DE PEREIRA","","Privado",0,"","","","Sin vacantes"
"1469","Planet Corp S.A.","","Privado",0,"","","","Sin vacantes"
"1470","Colombiana Flexografica de Plasticos SAS","","Privado",0,"","","","Sin vacantes"
"1471","Universidad Colegio Mayor de Cundinamarca","","Privado",0,"","","","Sin vacantes"
"1472","Corporacion Colombiana De Logistica SA","","Privado",0,"","","","Sin vacantes"
"1473","CONSORCIO CONSTRUCTOR RUTA DEL SOL","","Privado",0,"","","","Sin vacantes"
"1474","Flota Sugamuxi S.a","","Privado",0,"","","","Sin vacantes"
"1475","Cooperativa Multiactiva Salinas de Colombia - Coop","","Privado",0,"","","","Sin vacantes"
"1476","CORPORACION COMFENALCO VALLE UNIVERSIDAD LIBRE","","Privado",0,"","","","Sin vacantes"
"1477","Cooperativa Multiactiva Somos Organismo Cooperativ","","Privado",0,"","","","Sin vacantes"
"1478","Cooperativa De Credito Corvinde","","Privado",0,"","","","Sin vacantes"
"1479","GOBIERNO DEPARTAMENTAL DEL TOLIMA","","Privado",0,"","","","Sin vacantes"
"1480","Politécnico Colombiano Jaime Isaza Cadavid","","Privado",0,"","","","Sin vacantes"
"1481","Consorcio de Servicios Integrados de Transito y Tr","","Privado",0,"","","","Sin vacantes"
"1482","Politecnico Grancolombiano","","Privado",0,"","","","Sin vacantes"
"1483","Flywan SA","","Privado",0,"","","","Sin vacantes"
"1484","Universidad de Manizales","","Privado",0,"","","","Sin vacantes"
"1485","Politecnico Jaime Isaza Cadavid","","Privado",0,"","","","Sin vacantes"
"1486","CONSORCIO GOLFO MORROSQUILLO","","Privado",0,"","","","Sin vacantes"
"1487","POLLO FIESTA S.A.","","Privado",0,"","","","Sin vacantes"
"1488","Universidad De Santander -UDES","","Privado",0,"","","","Sin vacantes"
"1489","FODESEP - FONDO DE DESARROLLO DE LA EDUCACION SUPE","","Privado",0,"","","","Sin vacantes"
"1490","Universidad del Bosque","","Privado",0,"","","","Sin vacantes"
"1491","Graficas Los Andes SA","","Privado",0,"","","","Sin vacantes"
"1492","Digiway Corp","","Privado",0,"","","","Sin vacantes"
"1493","CONSORCIO INTERVENTORIA APPLUS","","Privado",0,"","","","Sin vacantes"
"1494","GRALCO S.A.","","Privado",0,"","","","Sin vacantes"
"1495","Fondesarrollo","","Privado",0,"","","","Sin vacantes"
"1496","ASESORIAS DE INVERSIONES S.A.","","Privado",0,"","","","Sin vacantes"
"1497","PREMAnet","","Privado",0,"","","","Sin vacantes"
"1498","Consorcio Servicios De Transito De Villavicencio","","Privado",0,"","","","Sin vacantes"
"1499","FONDESARROLLO: FONDO DE EMPLEADOS DE LA FEDERACION","","Privado",0,"","","","Sin vacantes"
"1500","Consorcio TC-20","","Privado",0,"","","","Sin vacantes"
"1501","Fondo de Adaptacion","","Privado",0,"","","","Sin vacantes"
"1502","CONSORCIO TRANSITO PALMIRA","","Privado",0,"","","","Sin vacantes"
"1503","CONSORCIO TURNAROUNDS ALLIANCE","","Privado",0,"","","","Sin vacantes"
"1504","Proactiva Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"1505","Granada S.A.","","Privado",0,"","","","Sin vacantes"
"1506","AGRAF INDUSTRIAL S A","","Privado",0,"","","","Sin vacantes"
"1507","Universidad Libre Seccional Pereira","","Privado",0,"","","","Sin vacantes"
"1508","Ema Holdings S.A.S.","","Privado",0,"","","","Sin vacantes"
"1509","Procesesos Y Disenos Energeticos SA","","Privado",0,"","","","Sin vacantes"
"1510","Construcciones AP S.A","","Privado",0,"","","","Sin vacantes"
"1511","Process Consultants Inc PCIB","","Privado",0,"","","","Sin vacantes"
"1512","GRASAS Y DERIVADOS S A GRADESA S A","","Privado",0,"","","","Sin vacantes"
"1513","Cooperativa De Desarrollo Empresarial Demcoop","","Privado",0,"","","","Sin vacantes"
"1514","CONSTRUCTORA NORBERTO ODERBRECHT S.A.","","Privado",0,"","","","Sin vacantes"
"1515","Cooperativa De Empleados De La Base Aerea De Cali","","Privado",0,"","","","Sin vacantes"
"1516","CAPITAL SALUD EPS S S A S","","Privado",0,"","","","Sin vacantes"
"1517","Corporacion De Abastos De Bogota S A","","Privado",0,"","","","Sin vacantes"
"1518","UNIVERSIDAD SAN BUENAVENTURA - CALI","","Privado",0,"","","","Sin vacantes"
"1519","PRODCURADURIA GENERAL DE LA NACION","","Privado",0,"","","","Sin vacantes"
"1520","Producciones Generales SA Progen SA","","Privado",0,"","","","Sin vacantes"
"1521","Universidad Simon Bolivar","","Privado",0,"","","","Sin vacantes"
"1522","Apuestas Unidas de Jamundi","","Privado",0,"","","","Sin vacantes"
"1523","COOPERATIVA DE TRABAJADORES DE LA EDUCACION DE CUN","","Privado",0,"","","","Sin vacantes"
"1524","Fondo De Empleados Abbott Laboratories De Colombia","","Privado",0,"","","","Sin vacantes"
"1525","ALMACENADORES Y COMERCIO EXTERIOR S.A. ALCOMEX S.A","","Privado",0,"","","","Sin vacantes"
"1526","Total ALMACENADORES Y COMERCIO EXTERIOR S.A. ALCOMEX S.A","","Privado",0,"","","","Sin vacantes"
"1527","Productora Tabacalera De Colombia S A","","Privado",0,"","","","Sin vacantes"
"1528","Universitaria Tecnologica De Bolivar","","Privado",0,"","","","Sin vacantes"
"1529","FONDO DE EMPLEADOS AL SERVICIO DE LOS TRABAJADORES","","Privado",0,"","","","Sin vacantes"
"1530","GS1 Colombia","","Privado",0,"","","","Sin vacantes"
"1531","PRODUCTOS DE BELLEZA ANA MARIA","","Privado",0,"","","","Sin vacantes"
"1532","GSC GRUPO DE SEGURIDAD CELAR LTDA","","Privado",0,"","","","Sin vacantes"
"1533","Caja De Compensacion Familiar De Arauca","","Privado",0,"","","","Sin vacantes"
"1534","COOMINOBRAS: COOP. DE SERVIDORES PUBLI. DEL ORDEN","","Privado",0,"","","","Sin vacantes"
"1535","GYPLAC S.A.","","Privado",0,"","","","Sin vacantes"
"1536","Fondo De Empleados Bbva Colombia - FOE","","Privado",0,"","","","Sin vacantes"
"1537","Cooperativa Energetica De Ahorro Y Credito","","Privado",0,"","","","Sin vacantes"
"1538","COM. COL. DE INVERSIONES AGRICOLAS S A COLINAGRO","","Privado",0,"","","","Sin vacantes"
"1539","Aceites Manuelita S A","","Privado",0,"","","","Sin vacantes"
"1540","Apuestas Unidas SA","","Privado",0,"","","","Sin vacantes"
"1541","Cooperativa De Ahorro Y Credito Caja Union Coopera","","Privado",0,"","","","Sin vacantes"
"1542","Aquaoccidente S.A E.S.P","","Privado",0,"","","","Sin vacantes"
"1543","VM WIRELESS & MOBILE","","Privado",0,"","","","Sin vacantes"
"1544","COOPERATIVA MULTIACTIVA DE EMPLEADOS COLGATE PALMO","","Privado",0,"","","","Sin vacantes"
"1545","EMGESA S A  ESP","","Privado",0,"","","","Sin vacantes"
"1546","PROFAMILIA ASOCIACION PROBIENESTAR DE LA FAMILIA C","","Privado",0,"","","","Sin vacantes"
"1547","Xenco SA","","Privado",0,"","","","Sin vacantes"
"1548","COMERCIALIZADORA BALDINI S.A.","","Privado",0,"","","","Sin vacantes"
"1549","CONTADURIA GENERAL DE LA NACION","","Privado",0,"","","","Sin vacantes"
"1550","Agrifuels De Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"1551","Cartones America S.A.","","Privado",0,"","","","Sin vacantes"
"1552","Cooperativa De Empleados Favi U.T.P","","Privado",0,"","","","Sin vacantes"
"1553","Herrera y Duran Ltda","","Privado",0,"","","","Sin vacantes"
"1554","Promitel","","Privado",0,"","","","Sin vacantes"
"1555","Hidroturbinas Delta S.A.","","Privado",0,"","","","Sin vacantes"
"1556","Promotora De Cafe Colombia SA","","Privado",0,"","","","Sin vacantes"
"1557","ZONA FRANCA PERMANENETE DE URABA S.A.S","","Privado",0,"","","","Sin vacantes"
"1558","Agrinal Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"1559","EMPAQUES INDUSTRIALES DE COLOMBIA  S.A.S","","Privado",0,"","","","Sin vacantes"
"1560","At&T Global Network Services Colombia Srl (Limitad","","Privado",0,"","","","Sin vacantes"
"1561","Instituto Técnico Cenis De Colombia S.a.s","","Privado",0,"","","","Sin vacantes"
"1562","Instituto Técnico en Informática y Contabilidad","","Privado",0,"","","","Sin vacantes"
"1563","Almacenes Y Talleres Moto Precision S.A.","","Privado",0,"","","","Sin vacantes"
"1564","INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA","","Privado",0,"","","","Sin vacantes"
